confirmed_cases,confirmed_case_rate,critical_rate,deaths,death_rate,age_group,date,date
0,0.00,,,,40-49,2020-01-20,2020-01-20
0,0.00,,,,40-49,2020-01-21,2020-01-21
0,0.00,,,,40-49,2020-01-22,2020-01-22
0,0.00,,,,40-49,2020-01-23,2020-01-23
0,0.00,,,,40-49,2020-01-24,2020-01-24
0,0.00,,,,40-49,2020-01-25,2020-01-25
0,0.00,,,,40-49,2020-01-26,2020-01-26
0,0.00,,,,40-49,2020-01-27,2020-01-27
0,0.00,,,,40-49,2020-01-28,2020-01-28
0,0.00,,,,40-49,2020-01-29,2020-01-29
0,0.00,,,,40-49,2020-01-30,2020-01-30
0,0.00,,,,40-49,2020-01-31,2020-01-31
1,8.33,,,,40-49,2020-02-01,2020-02-01
3,20.00,,,,40-49,2020-02-02,2020-02-02
3,20.00,,,,40-49,2020-02-03,2020-02-03
4,25.00,,,,40-49,2020-02-04,2020-02-04
5,23.81,,,,40-49,2020-02-05,2020-02-05
6,25.00,,,,40-49,2020-02-06,2020-02-06
6,25.00,,,,40-49,2020-02-07,2020-02-07
6,25.00,,,,40-49,2020-02-08,2020-02-08
6,22.22,,,,40-49,2020-02-09,2020-02-09
6,21.43,,,,40-49,2020-02-10,2020-02-10
6,21.43,,,,40-49,2020-02-11,2020-02-11
6,21.43,,,,40-49,2020-02-12,2020-02-12
6,21.43,,,,40-49,2020-02-13,2020-02-13
6,21.43,,,,40-49,2020-02-14,2020-02-14
6,21.43,,,,40-49,2020-02-15,2020-02-15
6,20.00,,,,40-49,2020-02-16,2020-02-16
6,20.00,,,,40-49,2020-02-17,2020-02-17
6,18.75,,,,40-49,2020-02-18,2020-02-18
10,15.15,,,,40-49,2020-02-19,2020-02-19
12,14.63,0.00,0,0.00,40-49,2020-02-20,2020-02-20
29,18.59,0.00,0,0.00,40-49,2020-02-21,2020-02-21
57,16.47,1.75,1,33.33,40-49,2020-02-22,2020-02-22
94,16.91,1.06,1,33.33,40-49,2020-02-23,2020-02-23
126,16.51,0.79,1,14.29,40-49,2020-02-24,2020-02-24
146,16.35,0.68,1,12.50,40-49,2020-02-25,2020-02-25
178,15.53,0.56,1,9.09,40-49,2020-02-26,2020-02-26
237,14.86,0.42,1,8.33,40-49,2020-02-27,2020-02-27
303,14.99,0.33,1,7.69,40-49,2020-02-28,2020-02-28
437,14.91,0.23,1,6.25,40-49,2020-02-29,2020-02-29
518,14.69,0.19,1,5.88,40-49,2020-03-01,2020-03-01
631,14.98,0.16,1,4.35,40-49,2020-03-02,2020-03-02
712,14.80,0.14,1,3.57,40-49,2020-03-03,2020-03-03
791,14.85,0.13,1,3.13,40-49,2020-03-04,2020-03-04
845,14.65,0.12,1,2.86,40-49,2020-03-05,2020-03-05
888,14.13,0.11,1,2.38,40-49,2020-03-06,2020-03-06
942,13.92,0.11,1,2.27,40-49,2020-03-07,2020-03-07
976,13.68,0.10,1,2.00,40-49,2020-03-08,2020-03-08
1006,13.63,0.10,1,1.96,40-49,2020-03-09,2020-03-09
1031,13.72,0.10,1,1.85,40-49,2020-03-10,2020-03-10
1083,13.97,0.09,1,1.67,40-49,2020-03-11,2020-03-11
1101,13.99,0.09,1,1.52,40-49,2020-03-12,2020-03-12
1117,14.00,0.09,1,1.49,40-49,2020-03-13,2020-03-13
1133,14.01,0.09,1,1.39,40-49,2020-03-14,2020-03-14
1142,13.99,0.09,1,1.33,40-49,2020-03-15,2020-03-15
1148,13.94,0.09,1,1.33,40-49,2020-03-16,2020-03-16
1165,14.00,0.09,1,1.23,40-49,2020-03-17,2020-03-17
1172,13.93,0.09,1,1.19,40-49,2020-03-18,2020-03-18
1182,13.80,0.08,1,1.10,40-49,2020-03-19,2020-03-19
1194,13.80,0.08,1,1.06,40-49,2020-03-20,2020-03-20
1204,13.68,0.08,1,0.98,40-49,2020-03-21,2020-03-21
1223,13.75,0.08,1,0.96,40-49,2020-03-22,2020-03-22
1230,13.73,0.08,1,0.90,40-49,2020-03-23,2020-03-23
1236,13.68,0.08,1,0.83,40-49,2020-03-24,2020-03-24
1248,13.66,0.08,1,0.79,40-49,2020-03-25,2020-03-25
1254,13.57,0.08,1,0.76,40-49,2020-03-26,2020-03-26
1258,13.48,0.08,1,0.72,40-49,2020-03-27,2020-03-27
1280,13.50,0.08,1,0.69,40-49,2020-03-28,2020-03-28
1294,13.50,0.08,1,0.66,40-49,2020-03-29,2020-03-29
1299,13.45,0.08,1,0.63,40-49,2020-03-30,2020-03-30
1315,13.44,0.08,1,0.62,40-49,2020-03-31,2020-03-31
1326,13.41,0.08,1,0.61,40-49,2020-04-01,2020-04-01
1337,13.40,0.15,2,1.18,40-49,2020-04-02,2020-04-02
1350,13.42,0.15,2,1.15,40-49,2020-04-03,2020-04-03
1358,13.37,0.15,2,1.13,40-49,2020-04-04,2020-04-04
1370,13.38,0.15,2,1.09,40-49,2020-04-05,2020-04-05
1375,13.37,0.15,2,1.08,40-49,2020-04-06,2020-04-06
1382,13.38,0.14,2,1.04,40-49,2020-04-07,2020-04-07
1387,13.36,0.22,3,1.50,40-49,2020-04-08,2020-04-08
1394,13.37,0.22,3,1.47,40-49,2020-04-09,2020-04-09
1396,13.36,0.21,3,1.44,40-49,2020-04-10,2020-04-10
1398,13.34,0.21,3,1.42,40-49,2020-04-11,2020-04-11
1400,13.32,0.21,3,1.40,40-49,2020-04-12,2020-04-12
1401,13.30,0.21,3,1.38,40-49,2020-04-13,2020-04-13
1405,13.30,0.21,3,1.35,40-49,2020-04-14,2020-04-14
1408,13.29,0.21,3,1.33,40-49,2020-04-15,2020-04-15
1410,13.29,0.21,3,1.31,40-49,2020-04-16,2020-04-16
1411,13.27,0.21,3,1.30,40-49,2020-04-17,2020-04-17
1412,13.25,0.21,3,1.29,40-49,2020-04-18,2020-04-18
1412,13.24,0.21,3,1.28,40-49,2020-04-19,2020-04-19
1412,13.23,0.21,3,1.27,40-49,2020-04-20,2020-04-20
1413,13.23,0.21,3,1.27,40-49,2020-04-21,2020-04-21
1417,13.25,0.21,3,1.26,40-49,2020-04-22,2020-04-22
1418,13.25,0.21,3,1.25,40-49,2020-04-23,2020-04-23
1418,13.24,0.21,3,1.25,40-49,2020-04-24,2020-04-24
1420,13.25,0.21,3,1.25,40-49,2020-04-25,2020-04-25
1421,13.25,0.21,3,1.24,40-49,2020-04-26,2020-04-26
1422,13.24,0.21,3,1.23,40-49,2020-04-27,2020-04-27
1423,13.23,0.21,3,1.23,40-49,2020-04-28,2020-04-28
1426,13.25,0.21,3,1.22,40-49,2020-04-29,2020-04-29
1427,13.26,0.21,3,1.21,40-49,2020-04-30,2020-04-30
1429,13.26,0.21,3,1.21,40-49,2020-05-01,2020-05-01
1430,13.27,0.21,3,1.20,40-49,2020-05-02,2020-05-02
1432,13.27,0.21,3,1.20,40-49,2020-05-03,2020-05-03
1435,13.29,0.21,3,1.19,40-49,2020-05-04,2020-05-04
1436,13.29,0.21,3,1.18,40-49,2020-05-05,2020-05-05
1436,13.29,0.21,3,1.18,40-49,2020-05-06,2020-05-06
1436,13.28,0.21,3,1.17,40-49,2020-05-07,2020-05-07
1438,13.29,0.21,3,1.17,40-49,2020-05-08,2020-05-08
1438,13.27,0.21,3,1.17,40-49,2020-05-09,2020-05-09
1442,13.26,0.21,3,1.17,40-49,2020-05-10,2020-05-10
1446,13.26,0.21,3,1.17,40-49,2020-05-11,2020-05-11
1448,13.24,0.21,3,1.16,40-49,2020-05-12,2020-05-12
1450,13.23,0.21,3,1.16,40-49,2020-05-13,2020-05-13
1451,13.20,0.21,3,1.15,40-49,2020-05-14,2020-05-14
1453,13.19,0.21,3,1.15,40-49,2020-05-15,2020-05-15
1454,13.17,0.21,3,1.15,40-49,2020-05-16,2020-05-16
1457,13.19,0.21,3,1.15,40-49,2020-05-17,2020-05-17
1462,13.21,0.21,3,1.14,40-49,2020-05-18,2020-05-18
1462,13.20,0.21,3,1.14,40-49,2020-05-19,2020-05-19
1468,13.21,0.20,3,1.14,40-49,2020-05-20,2020-05-20
1471,13.23,0.20,3,1.14,40-49,2020-05-21,2020-05-21
1473,13.22,0.20,3,1.14,40-49,2020-05-22,2020-05-22
1474,13.20,0.20,3,1.13,40-49,2020-05-23,2020-05-23
1481,13.24,0.20,3,1.13,40-49,2020-05-24,2020-05-24
1483,13.23,0.20,3,1.12,40-49,2020-05-25,2020-05-25
1486,13.24,0.20,3,1.12,40-49,2020-05-26,2020-05-26
1489,13.22,0.20,3,1.12,40-49,2020-05-27,2020-05-27
1503,13.25,0.20,3,1.12,40-49,2020-05-28,2020-05-28
1513,13.27,0.20,3,1.12,40-49,2020-05-29,2020-05-29
1517,13.26,0.20,3,1.12,40-49,2020-05-30,2020-05-30
1521,13.26,0.20,3,1.11,40-49,2020-05-31,2020-05-31
1527,13.27,0.20,3,1.11,40-49,2020-06-01,2020-06-01
1529,13.25,0.20,3,1.10,40-49,2020-06-02,2020-06-02
1534,13.24,0.20,3,1.10,40-49,2020-06-03,2020-06-03
1536,13.21,0.20,3,1.10,40-49,2020-06-04,2020-06-04
1540,13.20,0.19,3,1.10,40-49,2020-06-05,2020-06-05
1551,13.23,0.19,3,1.10,40-49,2020-06-06,2020-06-06
1559,13.24,0.19,3,1.10,40-49,2020-06-07,2020-06-07
1564,13.24,0.19,3,1.10,40-49,2020-06-08,2020-06-08
1568,13.23,0.19,3,1.09,40-49,2020-06-09,2020-06-09
1569,13.18,0.19,3,1.09,40-49,2020-06-10,2020-06-10
1573,13.17,0.19,3,1.09,40-49,2020-06-11,2020-06-11
1575,13.12,0.19,3,1.08,40-49,2020-06-12,2020-06-12
1578,13.10,0.19,3,1.08,40-49,2020-06-13,2020-06-13
1584,13.11,0.19,3,1.08,40-49,2020-06-14,2020-06-14
1595,13.16,0.19,3,1.08,40-49,2020-06-15,2020-06-15
1599,13.16,0.19,3,1.08,40-49,2020-06-16,2020-06-16
1601,13.13,0.19,3,1.08,40-49,2020-06-17,2020-06-17
1607,13.11,0.19,3,1.07,40-49,2020-06-18,2020-06-18
1610,13.08,0.19,3,1.07,40-49,2020-06-19,2020-06-19
1618,13.08,0.19,3,1.07,40-49,2020-06-20,2020-06-20
1623,13.07,0.18,3,1.07,40-49,2020-06-21,2020-06-21
1624,13.06,0.18,3,1.07,40-49,2020-06-22,2020-06-22
1633,13.08,0.18,3,1.07,40-49,2020-06-23,2020-06-23
1645,13.12,0.18,3,1.07,40-49,2020-06-24,2020-06-24
1647,13.11,0.18,3,1.06,40-49,2020-06-25,2020-06-25
1652,13.11,0.18,3,1.06,40-49,2020-06-26,2020-06-26
1658,13.10,0.18,3,1.06,40-49,2020-06-27,2020-06-27
