confirmed_cases,confirmed_case_rate,critical_rate,deaths,death_rate,age_group,date,date
1,100.00,,,,30-39,2020-01-20,2020-01-20
1,100.00,,,,30-39,2020-01-21,2020-01-21
1,100.00,,,,30-39,2020-01-22,2020-01-22
1,100.00,,,,30-39,2020-01-23,2020-01-23
1,50.00,,,,30-39,2020-01-24,2020-01-24
1,50.00,,,,30-39,2020-01-25,2020-01-25
1,33.33,,,,30-39,2020-01-26,2020-01-26
1,25.00,,,,30-39,2020-01-27,2020-01-27
1,25.00,,,,30-39,2020-01-28,2020-01-28
1,25.00,,,,30-39,2020-01-29,2020-01-29
2,28.57,,,,30-39,2020-01-30,2020-01-30
2,18.18,,,,30-39,2020-01-31,2020-01-31
2,16.67,,,,30-39,2020-02-01,2020-02-01
2,13.33,,,,30-39,2020-02-02,2020-02-02
2,13.33,,,,30-39,2020-02-03,2020-02-03
2,12.50,,,,30-39,2020-02-04,2020-02-04
4,19.05,,,,30-39,2020-02-05,2020-02-05
4,16.67,,,,30-39,2020-02-06,2020-02-06
4,16.67,,,,30-39,2020-02-07,2020-02-07
4,16.67,,,,30-39,2020-02-08,2020-02-08
5,18.52,,,,30-39,2020-02-09,2020-02-09
6,21.43,,,,30-39,2020-02-10,2020-02-10
6,21.43,,,,30-39,2020-02-11,2020-02-11
6,21.43,,,,30-39,2020-02-12,2020-02-12
6,21.43,,,,30-39,2020-02-13,2020-02-13
6,21.43,,,,30-39,2020-02-14,2020-02-14
6,21.43,,,,30-39,2020-02-15,2020-02-15
6,20.00,,,,30-39,2020-02-16,2020-02-16
6,20.00,,,,30-39,2020-02-17,2020-02-17
6,18.75,,,,30-39,2020-02-18,2020-02-18
9,13.64,,,,30-39,2020-02-19,2020-02-19
12,14.63,0.00,0,0.00,30-39,2020-02-20,2020-02-20
19,12.18,0.00,0,0.00,30-39,2020-02-21,2020-02-21
38,10.98,0.00,0,0.00,30-39,2020-02-22,2020-02-22
59,10.61,0.00,0,0.00,30-39,2020-02-23,2020-02-23
93,12.19,0.00,0,0.00,30-39,2020-02-24,2020-02-24
112,12.54,0.00,0,0.00,30-39,2020-02-25,2020-02-25
144,12.57,0.69,1,9.09,30-39,2020-02-26,2020-02-26
193,12.10,0.52,1,8.33,30-39,2020-02-27,2020-02-27
252,12.46,0.40,1,7.69,30-39,2020-02-28,2020-02-28
360,12.28,0.28,1,6.25,30-39,2020-02-29,2020-02-29
426,12.08,0.23,1,5.88,30-39,2020-03-01,2020-03-01
508,12.06,0.20,1,4.35,30-39,2020-03-02,2020-03-02
581,12.07,0.17,1,3.57,30-39,2020-03-03,2020-03-03
634,11.90,0.16,1,3.13,30-39,2020-03-04,2020-03-04
661,11.46,0.15,1,2.86,30-39,2020-03-05,2020-03-05
694,11.04,0.14,1,2.38,30-39,2020-03-06,2020-03-06
727,10.74,0.14,1,2.27,30-39,2020-03-07,2020-03-07
759,10.64,0.13,1,2.00,30-39,2020-03-08,2020-03-08
777,10.53,0.13,1,1.96,30-39,2020-03-09,2020-03-09
788,10.49,0.13,1,1.85,30-39,2020-03-10,2020-03-10
803,10.35,0.12,1,1.67,30-39,2020-03-11,2020-03-11
811,10.31,0.12,1,1.52,30-39,2020-03-12,2020-03-12
823,10.31,0.12,1,1.49,30-39,2020-03-13,2020-03-13
833,10.30,0.12,1,1.39,30-39,2020-03-14,2020-03-14
842,10.32,0.12,1,1.33,30-39,2020-03-15,2020-03-15
849,10.31,0.12,1,1.33,30-39,2020-03-16,2020-03-16
856,10.29,0.12,1,1.23,30-39,2020-03-17,2020-03-17
873,10.38,0.11,1,1.19,30-39,2020-03-18,2020-03-18
886,10.34,0.11,1,1.10,30-39,2020-03-19,2020-03-19
893,10.32,0.11,1,1.06,30-39,2020-03-20,2020-03-20
900,10.23,0.11,1,0.98,30-39,2020-03-21,2020-03-21
909,10.22,0.11,1,0.96,30-39,2020-03-22,2020-03-22
917,10.23,0.11,1,0.90,30-39,2020-03-23,2020-03-23
920,10.18,0.11,1,0.83,30-39,2020-03-24,2020-03-24
943,10.32,0.11,1,0.79,30-39,2020-03-25,2020-03-25
955,10.33,0.10,1,0.76,30-39,2020-03-26,2020-03-26
960,10.29,0.10,1,0.72,30-39,2020-03-27,2020-03-27
979,10.33,0.10,1,0.69,30-39,2020-03-28,2020-03-28
994,10.37,0.10,1,0.66,30-39,2020-03-29,2020-03-29
1003,10.38,0.10,1,0.63,30-39,2020-03-30,2020-03-30
1013,10.35,0.10,1,0.62,30-39,2020-03-31,2020-03-31
1027,10.39,0.10,1,0.61,30-39,2020-04-01,2020-04-01
1043,10.46,0.10,1,0.59,30-39,2020-04-02,2020-04-02
1052,10.46,0.10,1,0.57,30-39,2020-04-03,2020-04-03
1066,10.50,0.09,1,0.56,30-39,2020-04-04,2020-04-04
1083,10.58,0.09,1,0.55,30-39,2020-04-05,2020-04-05
1086,10.56,0.09,1,0.54,30-39,2020-04-06,2020-04-06
1092,10.57,0.09,1,0.52,30-39,2020-04-07,2020-04-07
1101,10.60,0.09,1,0.50,30-39,2020-04-08,2020-04-08
1108,10.63,0.09,1,0.49,30-39,2020-04-09,2020-04-09
1113,10.65,0.09,1,0.48,30-39,2020-04-10,2020-04-10
1115,10.64,0.09,1,0.47,30-39,2020-04-11,2020-04-11
1120,10.65,0.09,1,0.47,30-39,2020-04-12,2020-04-12
1123,10.66,0.09,1,0.46,30-39,2020-04-13,2020-04-13
1127,10.67,0.09,1,0.45,30-39,2020-04-14,2020-04-14
1131,10.68,0.09,1,0.44,30-39,2020-04-15,2020-04-15
1132,10.67,0.09,1,0.44,30-39,2020-04-16,2020-04-16
1135,10.67,0.09,1,0.43,30-39,2020-04-17,2020-04-17
1136,10.66,0.09,1,0.43,30-39,2020-04-18,2020-04-18
1137,10.67,0.18,2,0.85,30-39,2020-04-19,2020-04-19
1139,10.67,0.18,2,0.85,30-39,2020-04-20,2020-04-20
1139,10.66,0.18,2,0.84,30-39,2020-04-21,2020-04-21
1140,10.66,0.18,2,0.84,30-39,2020-04-22,2020-04-22
1141,10.66,0.18,2,0.83,30-39,2020-04-23,2020-04-23
1142,10.66,0.18,2,0.83,30-39,2020-04-24,2020-04-24
1143,10.66,0.17,2,0.83,30-39,2020-04-25,2020-04-25
1148,10.70,0.17,2,0.83,30-39,2020-04-26,2020-04-26
1152,10.73,0.17,2,0.82,30-39,2020-04-27,2020-04-27
1154,10.73,0.17,2,0.82,30-39,2020-04-28,2020-04-28
1156,10.74,0.17,2,0.81,30-39,2020-04-29,2020-04-29
1158,10.76,0.17,2,0.81,30-39,2020-04-30,2020-04-30
1159,10.76,0.17,2,0.81,30-39,2020-05-01,2020-05-01
1160,10.76,0.17,2,0.80,30-39,2020-05-02,2020-05-02
1163,10.78,0.17,2,0.80,30-39,2020-05-03,2020-05-03
1164,10.78,0.17,2,0.79,30-39,2020-05-04,2020-05-04
1165,10.78,0.17,2,0.79,30-39,2020-05-05,2020-05-05
1166,10.79,0.17,2,0.78,30-39,2020-05-06,2020-05-06
1167,10.80,0.17,2,0.78,30-39,2020-05-07,2020-05-07
1174,10.85,0.17,2,0.78,30-39,2020-05-08,2020-05-08
1177,10.86,0.17,2,0.78,30-39,2020-05-09,2020-05-09
1180,10.85,0.17,2,0.78,30-39,2020-05-10,2020-05-10
1188,10.89,0.17,2,0.78,30-39,2020-05-11,2020-05-11
1194,10.92,0.17,2,0.78,30-39,2020-05-12,2020-05-12
1199,10.94,0.17,2,0.77,30-39,2020-05-13,2020-05-13
1202,10.94,0.17,2,0.77,30-39,2020-05-14,2020-05-14
1206,10.95,0.17,2,0.77,30-39,2020-05-15,2020-05-15
1209,10.95,0.17,2,0.76,30-39,2020-05-16,2020-05-16
1211,10.96,0.17,2,0.76,30-39,2020-05-17,2020-05-17
1215,10.98,0.16,2,0.76,30-39,2020-05-18,2020-05-18
1215,10.97,0.16,2,0.76,30-39,2020-05-19,2020-05-19
1219,10.97,0.16,2,0.76,30-39,2020-05-20,2020-05-20
1221,10.98,0.16,2,0.76,30-39,2020-05-21,2020-05-21
1225,10.99,0.16,2,0.76,30-39,2020-05-22,2020-05-22
1231,11.03,0.16,2,0.75,30-39,2020-05-23,2020-05-23
1235,11.04,0.16,2,0.75,30-39,2020-05-24,2020-05-24
1238,11.05,0.16,2,0.75,30-39,2020-05-25,2020-05-25
1242,11.06,0.16,2,0.74,30-39,2020-05-26,2020-05-26
1248,11.08,0.16,2,0.74,30-39,2020-05-27,2020-05-27
1274,11.23,0.16,2,0.74,30-39,2020-05-28,2020-05-28
1283,11.25,0.16,2,0.74,30-39,2020-05-29,2020-05-29
1285,11.23,0.16,2,0.74,30-39,2020-05-30,2020-05-30
1292,11.27,0.15,2,0.74,30-39,2020-05-31,2020-05-31
1296,11.27,0.15,2,0.74,30-39,2020-06-01,2020-06-01
1299,11.26,0.15,2,0.74,30-39,2020-06-02,2020-06-02
1305,11.26,0.15,2,0.73,30-39,2020-06-03,2020-06-03
1308,11.25,0.15,2,0.73,30-39,2020-06-04,2020-06-04
1310,11.23,0.15,2,0.73,30-39,2020-06-05,2020-06-05
1316,11.23,0.15,2,0.73,30-39,2020-06-06,2020-06-06
1322,11.23,0.15,2,0.73,30-39,2020-06-07,2020-06-07
1324,11.21,0.15,2,0.73,30-39,2020-06-08,2020-06-08
1326,11.19,0.15,2,0.73,30-39,2020-06-09,2020-06-09
1335,11.22,0.15,2,0.72,30-39,2020-06-10,2020-06-10
1345,11.26,0.15,2,0.72,30-39,2020-06-11,2020-06-11
1353,11.27,0.15,2,0.72,30-39,2020-06-12,2020-06-12
1354,11.24,0.15,2,0.72,30-39,2020-06-13,2020-06-13
1357,11.23,0.15,2,0.72,30-39,2020-06-14,2020-06-14
1362,11.24,0.15,2,0.72,30-39,2020-06-15,2020-06-15
1366,11.24,0.15,2,0.72,30-39,2020-06-16,2020-06-16
1380,11.31,0.14,2,0.72,30-39,2020-06-17,2020-06-17
1384,11.29,0.14,2,0.71,30-39,2020-06-18,2020-06-18
1393,11.32,0.14,2,0.71,30-39,2020-06-19,2020-06-19
1406,11.36,0.14,2,0.71,30-39,2020-06-20,2020-06-20
1416,11.40,0.14,2,0.71,30-39,2020-06-21,2020-06-21
1420,11.42,0.14,2,0.71,30-39,2020-06-22,2020-06-22
1429,11.45,0.14,2,0.71,30-39,2020-06-23,2020-06-23
1443,11.51,0.14,2,0.71,30-39,2020-06-24,2020-06-24
1452,11.56,0.14,2,0.71,30-39,2020-06-25,2020-06-25
1462,11.60,0.14,2,0.71,30-39,2020-06-26,2020-06-26
1472,11.63,0.14,2,0.71,30-39,2020-06-27,2020-06-27
1485,11.68,0.13,2,0.71,30-39,2020-06-28,2020-06-28
1490,11.68,0.13,2,0.71,30-39,2020-06-29,2020-06-29
1496,11.69,0.13,2,0.71,30-39,2020-06-30,2020-06-30
1508,11.74,0.13,2,0.71,30-39,2020-07-01,2020-07-01
1514,11.73,0.13,2,0.71,30-39,2020-07-02,2020-07-02
1524,11.75,0.13,2,0.71,30-39,2020-07-03,2020-07-03
1540,11.82,0.13,2,0.71,30-39,2020-07-04,2020-07-04
1549,11.83,0.13,2,0.71,30-39,2020-07-05,2020-07-05
1558,11.86,0.13,2,0.70,30-39,2020-07-06,2020-07-06
1565,11.87,0.13,2,0.70,30-39,2020-07-07,2020-07-07
1576,11.90,0.13,2,0.70,30-39,2020-07-08,2020-07-08
1583,11.91,0.13,2,0.70,30-39,2020-07-09,2020-07-09
1592,11.94,0.13,2,0.69,30-39,2020-07-10,2020-07-10
1598,11.95,0.13,2,0.69,30-39,2020-07-11,2020-07-11
1611,12.01,0.12,2,0.69,30-39,2020-07-12,2020-07-12
1626,12.06,0.12,2,0.69,30-39,2020-07-13,2020-07-13
1631,12.07,0.12,2,0.69,30-39,2020-07-14,2020-07-14
1639,12.10,0.12,2,0.69,30-39,2020-07-15,2020-07-15
1654,12.15,0.12,2,0.69,30-39,2020-07-16,2020-07-16
1668,12.20,0.12,2,0.68,30-39,2020-07-17,2020-07-17
1673,12.20,0.12,2,0.68,30-39,2020-07-18,2020-07-18
1682,12.24,0.12,2,0.68,30-39,2020-07-19,2020-07-19
1688,12.26,0.12,2,0.68,30-39,2020-07-20,2020-07-20
1696,12.28,0.12,2,0.68,30-39,2020-07-21,2020-07-21
1704,12.28,0.12,2,0.67,30-39,2020-07-22,2020-07-22
1707,12.25,0.12,2,0.67,30-39,2020-07-23,2020-07-23
1712,12.25,0.12,2,0.67,30-39,2020-07-24,2020-07-24
1750,12.42,0.11,2,0.67,30-39,2020-07-25,2020-07-25
1763,12.46,0.11,2,0.67,30-39,2020-07-26,2020-07-26
1771,12.49,0.11,2,0.67,30-39,2020-07-27,2020-07-27
1775,12.50,0.11,2,0.67,30-39,2020-07-28,2020-07-28
1791,12.57,0.11,2,0.67,30-39,2020-07-29,2020-07-29
1797,12.59,0.11,2,0.67,30-39,2020-07-30,2020-07-30
1810,12.65,0.11,2,0.66,30-39,2020-07-31,2020-07-31
1820,12.70,0.11,2,0.66,30-39,2020-08-01,2020-08-01
1827,12.72,0.11,2,0.66,30-39,2020-08-02,2020-08-02
1829,12.71,0.11,2,0.66,30-39,2020-08-03,2020-08-03
1834,12.72,0.11,2,0.66,30-39,2020-08-04,2020-08-04
1841,12.74,0.11,2,0.66,30-39,2020-08-05,2020-08-05
1844,12.72,0.11,2,0.66,30-39,2020-08-06,2020-08-06
1845,12.71,0.11,2,0.66,30-39,2020-08-07,2020-08-07
1849,12.70,0.11,2,0.66,30-39,2020-08-08,2020-08-08
1854,12.70,0.11,2,0.66,30-39,2020-08-09,2020-08-09
1857,12.70,0.11,2,0.66,30-39,2020-08-10,2020-08-10
1862,12.70,0.11,2,0.66,30-39,2020-08-11,2020-08-11
1873,12.73,0.11,2,0.66,30-39,2020-08-12,2020-08-12
1885,12.76,0.11,2,0.66,30-39,2020-08-13,2020-08-13
1902,12.79,0.11,2,0.66,30-39,2020-08-14,2020-08-14
1922,12.78,0.10,2,0.66,30-39,2020-08-15,2020-08-15
1950,12.73,0.10,2,0.66,30-39,2020-08-16,2020-08-16
1977,12.74,0.10,2,0.66,30-39,2020-08-17,2020-08-17
2004,12.71,0.10,2,0.65,30-39,2020-08-18,2020-08-18
2036,12.68,0.10,2,0.65,30-39,2020-08-19,2020-08-19
2071,12.67,0.10,2,0.65,30-39,2020-08-20,2020-08-20
2111,12.66,0.09,2,0.65,30-39,2020-08-21,2020-08-21
2151,12.65,0.09,2,0.65,30-39,2020-08-22,2020-08-22
2191,12.59,0.09,2,0.65,30-39,2020-08-23,2020-08-23
2226,12.60,0.09,2,0.65,30-39,2020-08-24,2020-08-24
2256,12.57,0.09,2,0.65,30-39,2020-08-25,2020-08-25
2303,12.61,0.09,2,0.64,30-39,2020-08-26,2020-08-26
2352,12.57,0.09,2,0.64,30-39,2020-08-27,2020-08-27
2401,12.59,0.08,2,0.63,30-39,2020-08-28,2020-08-28
