confirmed_cases,confirmed_case_rate,critical_rate,deaths,death_rate,age_group,date,date
0,0.00,,,,40-49,2020-01-20,2020-01-20
0,0.00,,,,20-29,2020-01-20,2020-01-20
0,0.00,,,,남성,2020-01-20,2020-01-20
0,0.00,,,,10-19,2020-01-20,2020-01-20
0,0.00,,,,50-59,2020-01-20,2020-01-20
0,0.00,,,,60-69,2020-01-20,2020-01-20
0,0.00,,,,80 이상,2020-01-20,2020-01-20
0,0.00,,,,70-79,2020-01-20,2020-01-20
1,100.00,,,,여성,2020-01-20,2020-01-20
1,100.00,,,,30-39,2020-01-20,2020-01-20
0,0.00,,,,0-9,2020-01-20,2020-01-20
0,0.00,,,,70-79,2020-01-21,2020-01-21
0,0.00,,,,0-9,2020-01-21,2020-01-21
0,0.00,,,,80 이상,2020-01-21,2020-01-21
0,0.00,,,,20-29,2020-01-21,2020-01-21
0,0.00,,,,10-19,2020-01-21,2020-01-21
0,0.00,,,,남성,2020-01-21,2020-01-21
0,0.00,,,,60-69,2020-01-21,2020-01-21
1,100.00,,,,30-39,2020-01-21,2020-01-21
0,0.00,,,,40-49,2020-01-21,2020-01-21
1,100.00,,,,여성,2020-01-21,2020-01-21
0,0.00,,,,50-59,2020-01-21,2020-01-21
0,0.00,,,,50-59,2020-01-22,2020-01-22
0,0.00,,,,70-79,2020-01-22,2020-01-22
0,0.00,,,,40-49,2020-01-22,2020-01-22
0,0.00,,,,60-69,2020-01-22,2020-01-22
0,0.00,,,,남성,2020-01-22,2020-01-22
0,0.00,,,,80 이상,2020-01-22,2020-01-22
1,100.00,,,,30-39,2020-01-22,2020-01-22
0,0.00,,,,0-9,2020-01-22,2020-01-22
0,0.00,,,,20-29,2020-01-22,2020-01-22
1,100.00,,,,여성,2020-01-22,2020-01-22
0,0.00,,,,10-19,2020-01-22,2020-01-22
0,0.00,,,,남성,2020-01-23,2020-01-23
0,0.00,,,,0-9,2020-01-23,2020-01-23
0,0.00,,,,70-79,2020-01-23,2020-01-23
1,100.00,,,,여성,2020-01-23,2020-01-23
0,0.00,,,,10-19,2020-01-23,2020-01-23
0,0.00,,,,60-69,2020-01-23,2020-01-23
0,0.00,,,,50-59,2020-01-23,2020-01-23
0,0.00,,,,80 이상,2020-01-23,2020-01-23
1,100.00,,,,30-39,2020-01-23,2020-01-23
0,0.00,,,,20-29,2020-01-23,2020-01-23
0,0.00,,,,40-49,2020-01-23,2020-01-23
0,0.00,,,,0-9,2020-01-24,2020-01-24
0,0.00,,,,20-29,2020-01-24,2020-01-24
1,50.00,,,,30-39,2020-01-24,2020-01-24
1,50.00,,,,남성,2020-01-24,2020-01-24
0,0.00,,,,40-49,2020-01-24,2020-01-24
0,0.00,,,,60-69,2020-01-24,2020-01-24
0,0.00,,,,10-19,2020-01-24,2020-01-24
1,50.00,,,,50-59,2020-01-24,2020-01-24
0,0.00,,,,80 이상,2020-01-24,2020-01-24
1,50.00,,,,여성,2020-01-24,2020-01-24
0,0.00,,,,70-79,2020-01-24,2020-01-24
0,0.00,,,,70-79,2020-01-25,2020-01-25
0,0.00,,,,40-49,2020-01-25,2020-01-25
0,0.00,,,,80 이상,2020-01-25,2020-01-25
0,0.00,,,,60-69,2020-01-25,2020-01-25
0,0.00,,,,10-19,2020-01-25,2020-01-25
0,0.00,,,,0-9,2020-01-25,2020-01-25
1,50.00,,,,50-59,2020-01-25,2020-01-25
1,50.00,,,,30-39,2020-01-25,2020-01-25
0,0.00,,,,20-29,2020-01-25,2020-01-25
1,50.00,,,,남성,2020-01-25,2020-01-25
1,50.00,,,,여성,2020-01-25,2020-01-25
0,0.00,,,,70-79,2020-01-26,2020-01-26
1,33.33,,,,여성,2020-01-26,2020-01-26
0,0.00,,,,20-29,2020-01-26,2020-01-26
0,0.00,,,,10-19,2020-01-26,2020-01-26
2,66.67,,,,50-59,2020-01-26,2020-01-26
0,0.00,,,,0-9,2020-01-26,2020-01-26
0,0.00,,,,40-49,2020-01-26,2020-01-26
2,66.67,,,,남성,2020-01-26,2020-01-26
0,0.00,,,,80 이상,2020-01-26,2020-01-26
1,33.33,,,,30-39,2020-01-26,2020-01-26
0,0.00,,,,60-69,2020-01-26,2020-01-26
1,25.00,,,,30-39,2020-01-27,2020-01-27
0,0.00,,,,70-79,2020-01-27,2020-01-27
0,0.00,,,,60-69,2020-01-27,2020-01-27
0,0.00,,,,80 이상,2020-01-27,2020-01-27
0,0.00,,,,10-19,2020-01-27,2020-01-27
3,75.00,,,,남성,2020-01-27,2020-01-27
0,0.00,,,,20-29,2020-01-27,2020-01-27
3,75.00,,,,50-59,2020-01-27,2020-01-27
0,0.00,,,,40-49,2020-01-27,2020-01-27
0,0.00,,,,0-9,2020-01-27,2020-01-27
1,25.00,,,,여성,2020-01-27,2020-01-27
3,75.00,,,,남성,2020-01-28,2020-01-28
0,0.00,,,,10-19,2020-01-28,2020-01-28
0,0.00,,,,0-9,2020-01-28,2020-01-28
0,0.00,,,,70-79,2020-01-28,2020-01-28
1,25.00,,,,30-39,2020-01-28,2020-01-28
0,0.00,,,,60-69,2020-01-28,2020-01-28
1,25.00,,,,여성,2020-01-28,2020-01-28
0,0.00,,,,20-29,2020-01-28,2020-01-28
3,75.00,,,,50-59,2020-01-28,2020-01-28
0,0.00,,,,40-49,2020-01-28,2020-01-28
0,0.00,,,,80 이상,2020-01-28,2020-01-28
0,0.00,,,,80 이상,2020-01-29,2020-01-29
0,0.00,,,,20-29,2020-01-29,2020-01-29
3,75.00,,,,남성,2020-01-29,2020-01-29
0,0.00,,,,0-9,2020-01-29,2020-01-29
3,75.00,,,,50-59,2020-01-29,2020-01-29
1,25.00,,,,여성,2020-01-29,2020-01-29
1,25.00,,,,30-39,2020-01-29,2020-01-29
0,0.00,,,,70-79,2020-01-29,2020-01-29
0,0.00,,,,40-49,2020-01-29,2020-01-29
0,0.00,,,,60-69,2020-01-29,2020-01-29
0,0.00,,,,10-19,2020-01-29,2020-01-29
1,14.29,,,,20-29,2020-01-30,2020-01-30
0,0.00,,,,60-69,2020-01-30,2020-01-30
2,28.57,,,,30-39,2020-01-30,2020-01-30
0,0.00,,,,70-79,2020-01-30,2020-01-30
1,14.29,,,,여성,2020-01-30,2020-01-30
0,0.00,,,,40-49,2020-01-30,2020-01-30
6,85.71,,,,남성,2020-01-30,2020-01-30
0,0.00,,,,80 이상,2020-01-30,2020-01-30
0,0.00,,,,0-9,2020-01-30,2020-01-30
4,57.14,,,,50-59,2020-01-30,2020-01-30
0,0.00,,,,10-19,2020-01-30,2020-01-30
0,0.00,,,,70-79,2020-01-31,2020-01-31
5,45.45,,,,50-59,2020-01-31,2020-01-31
2,18.18,,,,30-39,2020-01-31,2020-01-31
3,27.27,,,,20-29,2020-01-31,2020-01-31
4,36.36,,,,여성,2020-01-31,2020-01-31
0,0.00,,,,80 이상,2020-01-31,2020-01-31
0,0.00,,,,0-9,2020-01-31,2020-01-31
1,9.09,,,,60-69,2020-01-31,2020-01-31
7,63.64,,,,남성,2020-01-31,2020-01-31
0,0.00,,,,10-19,2020-01-31,2020-01-31
0,0.00,,,,40-49,2020-01-31,2020-01-31
0,0.00,,,,10-19,2020-02-01,2020-02-01
0,0.00,,,,70-79,2020-02-01,2020-02-01
1,8.33,,,,60-69,2020-02-01,2020-02-01
0,0.00,,,,0-9,2020-02-01,2020-02-01
2,16.67,,,,30-39,2020-02-01,2020-02-01
