confirmed_cases,confirmed_case_rate,critical_rate,deaths,death_rate,age_group,date,date.1,new_confirmed_cases
0,0.0,,,,0-9,2020-01-20,2020-01-20,0
0,0.0,,,,0-9,2020-01-21,2020-01-21,0
0,0.0,,,,0-9,2020-01-22,2020-01-22,0
0,0.0,,,,0-9,2020-01-23,2020-01-23,0
0,0.0,,,,0-9,2020-01-24,2020-01-24,0
0,0.0,,,,0-9,2020-01-25,2020-01-25,0
0,0.0,,,,0-9,2020-01-26,2020-01-26,0
0,0.0,,,,0-9,2020-01-27,2020-01-27,0
0,0.0,,,,0-9,2020-01-28,2020-01-28,0
0,0.0,,,,0-9,2020-01-29,2020-01-29,0
0,0.0,,,,0-9,2020-01-30,2020-01-30,0
0,0.0,,,,0-9,2020-01-31,2020-01-31,0
0,0.0,,,,0-9,2020-02-01,2020-02-01,0
0,0.0,,,,0-9,2020-02-02,2020-02-02,0
0,0.0,,,,0-9,2020-02-03,2020-02-03,0
0,0.0,,,,0-9,2020-02-04,2020-02-04,0
0,0.0,,,,0-9,2020-02-05,2020-02-05,0
0,0.0,,,,0-9,2020-02-06,2020-02-06,0
0,0.0,,,,0-9,2020-02-07,2020-02-07,0
0,0.0,,,,0-9,2020-02-08,2020-02-08,0
0,0.0,,,,0-9,2020-02-09,2020-02-09,0
0,0.0,,,,0-9,2020-02-10,2020-02-10,0
0,0.0,,,,0-9,2020-02-11,2020-02-11,0
0,0.0,,,,0-9,2020-02-12,2020-02-12,0
0,0.0,,,,0-9,2020-02-13,2020-02-13,0
0,0.0,,,,0-9,2020-02-14,2020-02-14,0
0,0.0,,,,0-9,2020-02-15,2020-02-15,0
0,0.0,,,,0-9,2020-02-16,2020-02-16,0
0,0.0,,,,0-9,2020-02-17,2020-02-17,0
0,0.0,,,,0-9,2020-02-18,2020-02-18,0
0,0.0,,,,0-9,2020-02-19,2020-02-19,0
0,0.0,0.0,0.0,0.0,0-9,2020-02-20,2020-02-20,0
0,0.0,0.0,0.0,0.0,0-9,2020-02-21,2020-02-21,0
0,0.0,0.0,0.0,0.0,0-9,2020-02-22,2020-02-22,0
1,0.18,0.0,0.0,0.0,0-9,2020-02-23,2020-02-23,1
2,0.26,0.0,0.0,0.0,0-9,2020-02-24,2020-02-24,1
2,0.22,0.0,0.0,0.0,0-9,2020-02-25,2020-02-25,0
3,0.26,0.0,0.0,0.0,0-9,2020-02-26,2020-02-26,1
9,0.56,0.0,0.0,0.0,0-9,2020-02-27,2020-02-27,6
13,0.64,0.0,0.0,0.0,0-9,2020-02-28,2020-02-28,4
19,0.65,0.0,0.0,0.0,0-9,2020-02-29,2020-02-29,6
26,0.74,0.0,0.0,0.0,0-9,2020-03-01,2020-03-01,7
31,0.74,0.0,0.0,0.0,0-9,2020-03-02,2020-03-02,5
34,0.71,0.0,0.0,0.0,0-9,2020-03-03,2020-03-03,3
34,0.64,0.0,0.0,0.0,0-9,2020-03-04,2020-03-04,0
38,0.66,0.0,0.0,0.0,0-9,2020-03-05,2020-03-05,4
45,0.72,0.0,0.0,0.0,0-9,2020-03-06,2020-03-06,7
52,0.77,0.0,0.0,0.0,0-9,2020-03-07,2020-03-07,7
58,0.81,0.0,0.0,0.0,0-9,2020-03-08,2020-03-08,6
66,0.89,0.0,0.0,0.0,0-9,2020-03-09,2020-03-09,8
67,0.89,0.0,0.0,0.0,0-9,2020-03-10,2020-03-10,1
75,0.97,0.0,0.0,0.0,0-9,2020-03-11,2020-03-11,8
76,0.97,0.0,0.0,0.0,0-9,2020-03-12,2020-03-12,1
77,0.97,0.0,0.0,0.0,0-9,2020-03-13,2020-03-13,1
81,1.0,0.0,0.0,0.0,0-9,2020-03-14,2020-03-14,4
83,1.02,0.0,0.0,0.0,0-9,2020-03-15,2020-03-15,2
85,1.03,0.0,0.0,0.0,0-9,2020-03-16,2020-03-16,2
86,1.03,0.0,0.0,0.0,0-9,2020-03-17,2020-03-17,1
87,1.03,0.0,0.0,0.0,0-9,2020-03-18,2020-03-18,1
92,1.07,0.0,0.0,0.0,0-9,2020-03-19,2020-03-19,5
98,1.13,0.0,0.0,0.0,0-9,2020-03-20,2020-03-20,6
99,1.13,0.0,0.0,0.0,0-9,2020-03-21,2020-03-21,1
101,1.14,0.0,0.0,0.0,0-9,2020-03-22,2020-03-22,2
103,1.15,0.0,0.0,0.0,0-9,2020-03-23,2020-03-23,2
106,1.17,0.0,0.0,0.0,0-9,2020-03-24,2020-03-24,3
106,1.16,0.0,0.0,0.0,0-9,2020-03-25,2020-03-25,0
107,1.16,0.0,0.0,0.0,0-9,2020-03-26,2020-03-26,1
109,1.17,0.0,0.0,0.0,0-9,2020-03-27,2020-03-27,2
110,1.16,0.0,0.0,0.0,0-9,2020-03-28,2020-03-28,1
112,1.17,0.0,0.0,0.0,0-9,2020-03-29,2020-03-29,2
113,1.17,0.0,0.0,0.0,0-9,2020-03-30,2020-03-30,1
113,1.15,0.0,0.0,0.0,0-9,2020-03-31,2020-03-31,0
116,1.17,0.0,0.0,0.0,0-9,2020-04-01,2020-04-01,3
119,1.19,0.0,0.0,0.0,0-9,2020-04-02,2020-04-02,3
121,1.2,0.0,0.0,0.0,0-9,2020-04-03,2020-04-03,2
122,1.2,0.0,0.0,0.0,0-9,2020-04-04,2020-04-04,1
124,1.21,0.0,0.0,0.0,0-9,2020-04-05,2020-04-05,2
126,1.23,0.0,0.0,0.0,0-9,2020-04-06,2020-04-06,2
126,1.22,0.0,0.0,0.0,0-9,2020-04-07,2020-04-07,0
126,1.21,0.0,0.0,0.0,0-9,2020-04-08,2020-04-08,0
128,1.23,0.0,0.0,0.0,0-9,2020-04-09,2020-04-09,2
129,1.23,0.0,0.0,0.0,0-9,2020-04-10,2020-04-10,1
130,1.24,0.0,0.0,0.0,0-9,2020-04-11,2020-04-11,1
130,1.24,0.0,0.0,0.0,0-9,2020-04-12,2020-04-12,0
132,1.25,0.0,0.0,0.0,0-9,2020-04-13,2020-04-13,2
132,1.25,0.0,0.0,0.0,0-9,2020-04-14,2020-04-14,0
132,1.25,0.0,0.0,0.0,0-9,2020-04-15,2020-04-15,0
135,1.27,0.0,0.0,0.0,0-9,2020-04-16,2020-04-16,3
136,1.28,0.0,0.0,0.0,0-9,2020-04-17,2020-04-17,1
138,1.3,0.0,0.0,0.0,0-9,2020-04-18,2020-04-18,2
138,1.29,0.0,0.0,0.0,0-9,2020-04-19,2020-04-19,0
138,1.29,0.0,0.0,0.0,0-9,2020-04-20,2020-04-20,0
138,1.29,0.0,0.0,0.0,0-9,2020-04-21,2020-04-21,0
138,1.29,0.0,0.0,0.0,0-9,2020-04-22,2020-04-22,0
138,1.29,0.0,0.0,0.0,0-9,2020-04-23,2020-04-23,0
138,1.29,0.0,0.0,0.0,0-9,2020-04-24,2020-04-24,0
139,1.3,0.0,0.0,0.0,0-9,2020-04-25,2020-04-25,1
140,1.3,0.0,0.0,0.0,0-9,2020-04-26,2020-04-26,1
140,1.3,0.0,0.0,0.0,0-9,2020-04-27,2020-04-27,0
140,1.3,0.0,0.0,0.0,0-9,2020-04-28,2020-04-28,0
140,1.3,0.0,0.0,0.0,0-9,2020-04-29,2020-04-29,0
140,1.3,0.0,0.0,0.0,0-9,2020-04-30,2020-04-30,0
140,1.3,0.0,0.0,0.0,0-9,2020-05-01,2020-05-01,0
140,1.3,0.0,0.0,0.0,0-9,2020-05-02,2020-05-02,0
140,1.3,0.0,0.0,0.0,0-9,2020-05-03,2020-05-03,0
140,1.3,0.0,0.0,0.0,0-9,2020-05-04,2020-05-04,0
140,1.3,0.0,0.0,0.0,0-9,2020-05-05,2020-05-05,0
140,1.3,0.0,0.0,0.0,0-9,2020-05-06,2020-05-06,0
140,1.3,0.0,0.0,0.0,0-9,2020-05-07,2020-05-07,0
141,1.3,0.0,0.0,0.0,0-9,2020-05-08,2020-05-08,1
141,1.3,0.0,0.0,0.0,0-9,2020-05-09,2020-05-09,0
141,1.3,0.0,0.0,0.0,0-9,2020-05-10,2020-05-10,0
141,1.29,0.0,0.0,0.0,0-9,2020-05-11,2020-05-11,0
142,1.3,0.0,0.0,0.0,0-9,2020-05-12,2020-05-12,1
143,1.3,0.0,0.0,0.0,0-9,2020-05-13,2020-05-13,1
143,1.3,0.0,0.0,0.0,0-9,2020-05-14,2020-05-14,0
145,1.32,0.0,0.0,0.0,0-9,2020-05-15,2020-05-15,2
147,1.33,0.0,0.0,0.0,0-9,2020-05-16,2020-05-16,2
147,1.33,0.0,0.0,0.0,0-9,2020-05-17,2020-05-17,0
147,1.33,0.0,0.0,0.0,0-9,2020-05-18,2020-05-18,0
148,1.34,0.0,0.0,0.0,0-9,2020-05-19,2020-05-19,1
148,1.33,0.0,0.0,0.0,0-9,2020-05-20,2020-05-20,0
148,1.33,0.0,0.0,0.0,0-9,2020-05-21,2020-05-21,0
149,1.34,0.0,0.0,0.0,0-9,2020-05-22,2020-05-22,1
149,1.33,0.0,0.0,0.0,0-9,2020-05-23,2020-05-23,0
149,1.33,0.0,0.0,0.0,0-9,2020-05-24,2020-05-24,0
149,1.33,0.0,0.0,0.0,0-9,2020-05-25,2020-05-25,0
150,1.34,0.0,0.0,0.0,0-9,2020-05-26,2020-05-26,1
153,1.36,0.0,0.0,0.0,0-9,2020-05-27,2020-05-27,3
155,1.37,0.0,0.0,0.0,0-9,2020-05-28,2020-05-28,2
156,1.37,0.0,0.0,0.0,0-9,2020-05-29,2020-05-29,1
157,1.37,0.0,0.0,0.0,0-9,2020-05-30,2020-05-30,1
157,1.37,0.0,0.0,0.0,0-9,2020-05-31,2020-05-31,0
158,1.37,0.0,0.0,0.0,0-9,2020-06-01,2020-06-01,1
158,1.37,0.0,0.0,0.0,0-9,2020-06-02,2020-06-02,0
159,1.37,0.0,0.0,0.0,0-9,2020-06-03,2020-06-03,1
160,1.38,0.0,0.0,0.0,0-9,2020-06-04,2020-06-04,1
161,1.38,0.0,0.0,0.0,0-9,2020-06-05,2020-06-05,1
164,1.4,0.0,0.0,0.0,0-9,2020-06-06,2020-06-06,3
165,1.4,0.0,0.0,0.0,0-9,2020-06-07,2020-06-07,1
166,1.41,0.0,0.0,0.0,0-9,2020-06-08,2020-06-08,1
166,1.4,0.0,0.0,0.0,0-9,2020-06-09,2020-06-09,0
167,1.4,0.0,0.0,0.0,0-9,2020-06-10,2020-06-10,1
168,1.41,0.0,0.0,0.0,0-9,2020-06-11,2020-06-11,1
168,1.4,0.0,0.0,0.0,0-9,2020-06-12,2020-06-12,0
168,1.39,0.0,0.0,0.0,0-9,2020-06-13,2020-06-13,0
168,1.39,0.0,0.0,0.0,0-9,2020-06-14,2020-06-14,0
170,1.4,0.0,0.0,0.0,0-9,2020-06-15,2020-06-15,2
172,1.42,0.0,0.0,0.0,0-9,2020-06-16,2020-06-16,2
174,1.43,0.0,0.0,0.0,0-9,2020-06-17,2020-06-17,2
175,1.43,0.0,0.0,0.0,0-9,2020-06-18,2020-06-18,1
175,1.42,0.0,0.0,0.0,0-9,2020-06-19,2020-06-19,0
177,1.43,0.0,0.0,0.0,0-9,2020-06-20,2020-06-20,2
177,1.43,0.0,0.0,0.0,0-9,2020-06-21,2020-06-21,0
177,1.42,0.0,0.0,0.0,0-9,2020-06-22,2020-06-22,0
180,1.44,0.0,0.0,0.0,0-9,2020-06-23,2020-06-23,3
182,1.45,0.0,0.0,0.0,0-9,2020-06-24,2020-06-24,2
183,1.46,0.0,0.0,0.0,0-9,2020-06-25,2020-06-25,1
184,1.46,0.0,0.0,0.0,0-9,2020-06-26,2020-06-26,1
185,1.46,0.0,0.0,0.0,0-9,2020-06-27,2020-06-27,1
187,1.47,0.0,0.0,0.0,0-9,2020-06-28,2020-06-28,2
190,1.49,0.0,0.0,0.0,0-9,2020-06-29,2020-06-29,3
192,1.5,0.0,0.0,0.0,0-9,2020-06-30,2020-06-30,2
192,1.49,0.0,0.0,0.0,0-9,2020-07-01,2020-07-01,0
194,1.5,0.0,0.0,0.0,0-9,2020-07-02,2020-07-02,2
195,1.5,0.0,0.0,0.0,0-9,2020-07-03,2020-07-03,1
198,1.52,0.0,0.0,0.0,0-9,2020-07-04,2020-07-04,3
201,1.54,0.0,0.0,0.0,0-9,2020-07-05,2020-07-05,3
206,1.57,0.0,0.0,0.0,0-9,2020-07-06,2020-07-06,5
207,1.57,0.0,0.0,0.0,0-9,2020-07-07,2020-07-07,1
208,1.57,0.0,0.0,0.0,0-9,2020-07-08,2020-07-08,1
210,1.58,0.0,0.0,0.0,0-9,2020-07-09,2020-07-09,2
213,1.6,0.0,0.0,0.0,0-9,2020-07-10,2020-07-10,3
214,1.6,0.0,0.0,0.0,0-9,2020-07-11,2020-07-11,1
216,1.61,0.0,0.0,0.0,0-9,2020-07-12,2020-07-12,2
219,1.62,0.0,0.0,0.0,0-9,2020-07-13,2020-07-13,3
221,1.64,0.0,0.0,0.0,0-9,2020-07-14,2020-07-14,2
222,1.64,0.0,0.0,0.0,0-9,2020-07-15,2020-07-15,1
228,1.67,0.0,0.0,0.0,0-9,2020-07-16,2020-07-16,6
231,1.69,0.0,0.0,0.0,0-9,2020-07-17,2020-07-17,3
234,1.71,0.0,0.0,0.0,0-9,2020-07-18,2020-07-18,3
237,1.72,0.0,0.0,0.0,0-9,2020-07-19,2020-07-19,3
239,1.74,0.0,0.0,0.0,0-9,2020-07-20,2020-07-20,2
240,1.74,0.0,0.0,0.0,0-9,2020-07-21,2020-07-21,1
240,1.73,0.0,0.0,0.0,0-9,2020-07-22,2020-07-22,0
240,1.72,0.0,0.0,0.0,0-9,2020-07-23,2020-07-23,0
241,1.72,0.0,0.0,0.0,0-9,2020-07-24,2020-07-24,1
242,1.72,0.0,0.0,0.0,0-9,2020-07-25,2020-07-25,1
242,1.71,0.0,0.0,0.0,0-9,2020-07-26,2020-07-26,0
243,1.71,0.0,0.0,0.0,0-9,2020-07-27,2020-07-27,1
245,1.72,0.0,0.0,0.0,0-9,2020-07-28,2020-07-28,2
245,1.72,0.0,0.0,0.0,0-9,2020-07-29,2020-07-29,0
245,1.72,0.0,0.0,0.0,0-9,2020-07-30,2020-07-30,0
246,1.72,0.0,0.0,0.0,0-9,2020-07-31,2020-07-31,1
247,1.72,0.0,0.0,0.0,0-9,2020-08-01,2020-08-01,1
249,1.73,0.0,0.0,0.0,0-9,2020-08-02,2020-08-02,2
251,1.74,0.0,0.0,0.0,0-9,2020-08-03,2020-08-03,2
255,1.77,0.0,0.0,0.0,0-9,2020-08-04,2020-08-04,4
256,1.77,0.0,0.0,0.0,0-9,2020-08-05,2020-08-05,1
256,1.77,0.0,0.0,0.0,0-9,2020-08-06,2020-08-06,0
256,1.76,0.0,0.0,0.0,0-9,2020-08-07,2020-08-07,0
257,1.76,0.0,0.0,0.0,0-9,2020-08-08,2020-08-08,1
261,1.79,0.0,0.0,0.0,0-9,2020-08-09,2020-08-09,4
261,1.78,0.0,0.0,0.0,0-9,2020-08-10,2020-08-10,0
261,1.78,0.0,0.0,0.0,0-9,2020-08-11,2020-08-11,0
262,1.78,0.0,0.0,0.0,0-9,2020-08-12,2020-08-12,1
264,1.79,0.0,0.0,0.0,0-9,2020-08-13,2020-08-13,2
268,1.8,0.0,0.0,0.0,0-9,2020-08-14,2020-08-14,4
272,1.81,0.0,0.0,0.0,0-9,2020-08-15,2020-08-15,4
275,1.8,0.0,0.0,0.0,0-9,2020-08-16,2020-08-16,3
280,1.8,0.0,0.0,0.0,0-9,2020-08-17,2020-08-17,5
285,1.81,0.0,0.0,0.0,0-9,2020-08-18,2020-08-18,5
299,1.86,0.0,0.0,0.0,0-9,2020-08-19,2020-08-19,14
311,1.9,0.0,0.0,0.0,0-9,2020-08-20,2020-08-20,12
317,1.9,0.0,0.0,0.0,0-9,2020-08-21,2020-08-21,6
328,1.93,0.0,0.0,0.0,0-9,2020-08-22,2020-08-22,11
344,1.98,0.0,0.0,0.0,0-9,2020-08-23,2020-08-23,16
353,2.0,0.0,0.0,0.0,0-9,2020-08-24,2020-08-24,9
368,2.05,0.0,0.0,0.0,0-9,2020-08-25,2020-08-25,15
381,2.09,0.0,0.0,0.0,0-9,2020-08-26,2020-08-26,13
390,2.09,0.0,0.0,0.0,0-9,2020-08-27,2020-08-27,9
406,2.13,0.0,0.0,0.0,0-9,2020-08-28,2020-08-28,16
422,2.18,0.0,0.0,0.0,0-9,2020-08-29,2020-08-29,16
432,2.19,0.0,0.0,0.0,0-9,2020-08-30,2020-08-30,10
442,2.22,0.0,0.0,0.0,0-9,2020-08-31,2020-08-31,10
456,2.26,0.0,0.0,0.0,0-9,2020-09-01,2020-09-01,14
466,2.28,0.0,0.0,0.0,0-9,2020-09-02,2020-09-02,10
473,2.29,0.0,0.0,0.0,0-9,2020-09-03,2020-09-03,7
482,2.31,0.0,0.0,0.0,0-9,2020-09-04,2020-09-04,9
485,2.31,0.0,0.0,0.0,0-9,2020-09-05,2020-09-05,3
493,2.33,0.0,0.0,0.0,0-9,2020-09-06,2020-09-06,8
496,2.33,0.0,0.0,0.0,0-9,2020-09-07,2020-09-07,3
501,2.34,0.0,0.0,0.0,0-9,2020-09-08,2020-09-08,5
507,2.35,0.0,0.0,0.0,0-9,2020-09-09,2020-09-09,6
519,2.39,0.0,0.0,0.0,0-9,2020-09-10,2020-09-10,12
522,2.38,0.0,0.0,0.0,0-9,2020-09-11,2020-09-11,3
526,2.39,0.0,0.0,0.0,0-9,2020-09-12,2020-09-12,4
530,2.39,0.0,0.0,0.0,0-9,2020-09-13,2020-09-13,4
532,2.39,0.0,0.0,0.0,0-9,2020-09-14,2020-09-14,2
538,2.4,0.0,0.0,0.0,0-9,2020-09-15,2020-09-15,6
539,2.4,0.0,0.0,0.0,0-9,2020-09-16,2020-09-16,1
544,2.4,0.0,0.0,0.0,0-9,2020-09-17,2020-09-17,5
547,2.4,0.0,0.0,0.0,0-9,2020-09-18,2020-09-18,3
548,2.39,0.0,0.0,0.0,0-9,2020-09-19,2020-09-19,1
549,2.39,0.0,0.0,0.0,0-9,2020-09-20,2020-09-20,1
550,2.39,0.0,0.0,0.0,0-9,2020-09-21,2020-09-21,1
551,2.38,0.0,0.0,0.0,0-9,2020-09-22,2020-09-22,1
555,2.39,0.0,0.0,0.0,0-9,2020-09-23,2020-09-23,4
561,2.4,0.0,0.0,0.0,0-9,2020-09-24,2020-09-24,6
566,2.41,0.0,0.0,0.0,0-9,2020-09-25,2020-09-25,5
567,2.41,0.0,0.0,0.0,0-9,2020-09-26,2020-09-26,1
567,2.4,0.0,0.0,0.0,0-9,2020-09-27,2020-09-27,0
571,2.41,0.0,0.0,0.0,0-9,2020-09-28,2020-09-28,4
573,2.42,0.0,0.0,0.0,0-9,2020-09-29,2020-09-29,2
578,2.43,0.0,0.0,0.0,0-9,2020-09-30,2020-09-30,5
584,2.44,0.0,0.0,0.0,0-9,2020-10-01,2020-10-01,6
587,2.45,0.0,0.0,0.0,0-9,2020-10-02,2020-10-02,3
588,2.45,0.0,0.0,0.0,0-9,2020-10-03,2020-10-03,1
588,2.44,0.0,0.0,0.0,0-9,2020-10-04,2020-10-04,0
588,2.43,0.0,0.0,0.0,0-9,2020-10-05,2020-10-05,0
593,2.45,0.0,0.0,0.0,0-9,2020-10-06,2020-10-06,5
594,2.44,0.0,0.0,0.0,0-9,2020-10-07,2020-10-07,1
600,2.46,0.0,0.0,0.0,0-9,2020-10-08,2020-10-08,6
601,2.46,0.0,0.0,0.0,0-9,2020-10-09,2020-10-09,1
602,2.45,0.0,0.0,0.0,0-9,2020-10-10,2020-10-10,1
606,2.46,0.0,0.0,0.0,0-9,2020-10-11,2020-10-11,4
614,2.49,0.0,0.0,0.0,0-9,2020-10-12,2020-10-12,8
619,2.5,0.0,0.0,0.0,0-9,2020-10-13,2020-10-13,5
623,2.5,0.0,0.0,0.0,0-9,2020-10-14,2020-10-14,4
628,2.51,0.0,0.0,0.0,0-9,2020-10-15,2020-10-15,5
628,2.51,0.0,0.0,0.0,0-9,2020-10-16,2020-10-16,0
630,2.51,0.0,0.0,0.0,0-9,2020-10-17,2020-10-17,2
632,2.51,0.0,0.0,0.0,0-9,2020-10-18,2020-10-18,2
634,2.51,0.0,0.0,0.0,0-9,2020-10-19,2020-10-19,2
637,2.51,0.0,0.0,0.0,0-9,2020-10-20,2020-10-20,3
638,2.51,0.0,0.0,0.0,0-9,2020-10-21,2020-10-21,1
640,2.51,0.0,0.0,0.0,0-9,2020-10-22,2020-10-22,2
642,2.5,0.0,0.0,0.0,0-9,2020-10-23,2020-10-23,2
649,2.52,0.0,0.0,0.0,0-9,2020-10-24,2020-10-24,7
654,2.53,0.0,0.0,0.0,0-9,2020-10-25,2020-10-25,5
660,2.54,0.0,0.0,0.0,0-9,2020-10-26,2020-10-26,6
662,2.54,0.0,0.0,0.0,0-9,2020-10-27,2020-10-27,2
666,2.55,0.0,0.0,0.0,0-9,2020-10-28,2020-10-28,4
677,2.58,0.0,0.0,0.0,0-9,2020-10-29,2020-10-29,11
685,2.6,0.0,0.0,0.0,0-9,2020-10-30,2020-10-30,8
692,2.61,0.0,0.0,0.0,0-9,2020-10-31,2020-10-31,7
697,2.62,0.0,0.0,0.0,0-9,2020-11-01,2020-11-01,5
704,2.63,0.0,0.0,0.0,0-9,2020-11-02,2020-11-02,7
707,2.64,0.0,0.0,0.0,0-9,2020-11-03,2020-11-03,3
709,2.63,0.0,0.0,0.0,0-9,2020-11-04,2020-11-04,2
710,2.62,0.0,0.0,0.0,0-9,2020-11-05,2020-11-05,1
719,2.64,0.0,0.0,0.0,0-9,2020-11-06,2020-11-06,9
720,2.64,0.0,0.0,0.0,0-9,2020-11-07,2020-11-07,1
723,2.64,0.0,0.0,0.0,0-9,2020-11-08,2020-11-08,3
726,2.64,0.0,0.0,0.0,0-9,2020-11-09,2020-11-09,3
729,2.64,0.0,0.0,0.0,0-9,2020-11-10,2020-11-10,3
735,2.64,0.0,0.0,0.0,0-9,2020-11-11,2020-11-11,6
741,2.65,0.0,0.0,0.0,0-9,2020-11-12,2020-11-12,6
748,2.66,0.0,0.0,0.0,0-9,2020-11-13,2020-11-13,7
760,2.68,0.0,0.0,0.0,0-9,2020-11-14,2020-11-14,12
768,2.69,0.0,0.0,0.0,0-9,2020-11-15,2020-11-15,8
773,2.69,0.0,0.0,0.0,0-9,2020-11-16,2020-11-16,5
784,2.7,0.0,0.0,0.0,0-9,2020-11-17,2020-11-17,11
788,2.69,0.0,0.0,0.0,0-9,2020-11-18,2020-11-18,4
811,2.74,0.0,0.0,0.0,0-9,2020-11-19,2020-11-19,23
822,2.74,0.0,0.0,0.0,0-9,2020-11-20,2020-11-20,11
837,2.76,0.0,0.0,0.0,0-9,2020-11-21,2020-11-21,15
854,2.78,0.0,0.0,0.0,0-9,2020-11-22,2020-11-22,17
877,2.83,0.0,0.0,0.0,0-9,2020-11-23,2020-11-23,23
893,2.85,0.0,0.0,0.0,0-9,2020-11-24,2020-11-24,16
904,2.85,0.0,0.0,0.0,0-9,2020-11-25,2020-11-25,11
925,2.87,0.0,0.0,0.0,0-9,2020-11-26,2020-11-26,21
946,2.88,0.0,0.0,0.0,0-9,2020-11-27,2020-11-27,21
959,2.88,0.0,0.0,0.0,0-9,2020-11-28,2020-11-28,13
977,2.89,0.0,0.0,0.0,0-9,2020-11-29,2020-11-29,18
993,2.9,0.0,0.0,0.0,0-9,2020-11-30,2020-11-30,16
1008,2.91,0.0,0.0,0.0,0-9,2020-12-01,2020-12-01,15
1027,2.92,0.0,0.0,0.0,0-9,2020-12-02,2020-12-02,19
1058,2.96,0.0,0.0,0.0,0-9,2020-12-03,2020-12-03,31
1083,2.98,0.0,0.0,0.0,0-9,2020-12-04,2020-12-04,25
1106,3.0,0.0,0.0,0.0,0-9,2020-12-05,2020-12-05,23
1128,3.01,0.0,0.0,0.0,0-9,2020-12-06,2020-12-06,22
1142,2.99,0.0,0.0,0.0,0-9,2020-12-07,2020-12-07,14
1162,3.0,0.0,0.0,0.0,0-9,2020-12-08,2020-12-08,20
1186,3.01,0.0,0.0,0.0,0-9,2020-12-09,2020-12-09,24
1223,3.05,0.0,0.0,0.0,0-9,2020-12-10,2020-12-10,37
1258,3.08,0.0,0.0,0.0,0-9,2020-12-11,2020-12-11,35
1310,3.14,0.0,0.0,0.0,0-9,2020-12-12,2020-12-12,52
1346,3.15,0.0,0.0,0.0,0-9,2020-12-13,2020-12-13,36
1377,3.17,0.0,0.0,0.0,0-9,2020-12-14,2020-12-14,31
1417,3.19,0.0,0.0,0.0,0-9,2020-12-15,2020-12-15,40
1462,3.22,0.0,0.0,0.0,0-9,2020-12-16,2020-12-16,45
1518,3.27,0.0,0.0,0.0,0-9,2020-12-17,2020-12-17,56
1558,3.28,0.0,0.0,0.0,0-9,2020-12-18,2020-12-18,40
1591,3.28,0.0,0.0,0.0,0-9,2020-12-19,2020-12-19,33
1638,3.3,0.0,0.0,0.0,0-9,2020-12-20,2020-12-20,47
1684,3.33,0.0,0.0,0.0,0-9,2020-12-21,2020-12-21,46
1715,3.33,0.0,0.0,0.0,0-9,2020-12-22,2020-12-22,31
1761,3.35,0.0,0.0,0.0,0-9,2020-12-23,2020-12-23,46
1797,3.36,0.0,0.0,0.0,0-9,2020-12-24,2020-12-24,36
1844,3.37,0.0,0.0,0.0,0-9,2020-12-25,2020-12-25,47
1891,3.38,0.0,0.0,0.0,0-9,2020-12-26,2020-12-26,47
1927,3.39,0.0,0.0,0.0,0-9,2020-12-27,2020-12-27,36
1962,3.4,0.0,0.0,0.0,0-9,2020-12-28,2020-12-28,35
2003,3.41,0.0,0.0,0.0,0-9,2020-12-29,2020-12-29,41
2042,3.42,0.0,0.0,0.0,0-9,2020-12-30,2020-12-30,39
2091,3.44,0.0,0.0,0.0,0-9,2020-12-31,2020-12-31,49
2132,3.45,0.0,0.0,0.0,0-9,2021-01-01,2021-01-01,41
2171,3.47,0.0,0.0,0.0,0-9,2021-01-02,2021-01-02,39
2203,3.48,0.0,0.0,0.0,0-9,2021-01-03,2021-01-03,32
2243,3.49,0.0,0.0,0.0,0-9,2021-01-04,2021-01-04,40
2288,3.52,0.0,0.0,0.0,0-9,2021-01-05,2021-01-05,45
2333,3.55,0.0,0.0,0.0,0-9,2021-01-06,2021-01-06,45
2374,3.56,0.0,0.0,0.0,0-9,2021-01-07,2021-01-07,41
2408,3.58,0.0,0.0,0.0,0-9,2021-01-08,2021-01-08,34
2440,3.59,0.0,0.0,0.0,0-9,2021-01-09,2021-01-09,32
2476,3.61,0.0,0.0,0.0,0-9,2021-01-10,2021-01-10,36
2495,3.61,0.0,0.0,0.0,0-9,2021-01-11,2021-01-11,19
2527,3.63,0.0,0.0,0.0,0-9,2021-01-12,2021-01-12,32
2551,3.63,0.0,0.0,0.0,0-9,2021-01-13,2021-01-13,24
2576,3.64,0.0,0.0,0.0,0-9,2021-01-14,2021-01-14,25
2618,3.68,0.0,0.0,0.0,0-9,2021-01-15,2021-01-15,42
2649,3.69,0.0,0.0,0.0,0-9,2021-01-16,2021-01-16,31
2676,3.7,0.0,0.0,0.0,0-9,2021-01-17,2021-01-17,27
2693,3.7,0.0,0.0,0.0,0-9,2021-01-18,2021-01-18,17
2715,3.71,0.0,0.0,0.0,0-9,2021-01-19,2021-01-19,22
2742,3.73,0.0,0.0,0.0,0-9,2021-01-20,2021-01-20,27
2757,3.73,0.0,0.0,0.0,0-9,2021-01-21,2021-01-21,15
2775,3.74,0.0,0.0,0.0,0-9,2021-01-22,2021-01-22,18
2796,3.74,0.0,0.0,0.0,0-9,2021-01-23,2021-01-23,21
2814,3.75,0.0,0.0,0.0,0-9,2021-01-24,2021-01-24,18
2828,3.75,0.0,0.0,0.0,0-9,2021-01-25,2021-01-25,14
